АТС;Линейно-технический цех ОАО Ростелеком;;60 лет ВЛКСМ, 3;;;83467732477;;;;;;;;;;;;;;;;;;;;;;;
Кафе | бары | рестораны;Ларец, Кафе;;Ворошилова 2А;8(34677)41-251;;89226566236;;89324250369;;;;;;;;;;;;;;;;;;;;;;;
Кафе и рестораны быстрого питания;Ларец, Кафе;;Ворошилова 2А;8(34677)41-251;;89226566236;;89324250369;;;;;;;;;;;;;;;;;;;;;;;
Кафе и рестораны быстрого питания;Ресторан Александровский;;Северная, 56;89044884138;;89527234458;;;;;;;;;;;;;;;;;;;;;;;
Кафе и рестораны быстрого питания;Кафе Хорошее настроение (Дом культуры);;Волгоградская, 11;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Кафе и рестораны быстрого питания;TOKIO;Кафе, доставка пиццы, роллов, суши;Первомайская, 23;;;83467736565;;;;;;;;;;;;;;;;;;;;;;;
Кафе и рестораны быстрого питания;Северяночка, Кафе-Бар;;Кондинская, 11 - А;;;83467732695;;;;;;;;;;;;;;;;;;;;;;;
Кафе и рестораны быстрого питания;Столовая КТД;;пер. Школьный, 13;;;89224478600;;;;;;;;;;;;;;;;;;;;5;;;
Кирпич | блоки - продажа;Магазин СТРОЙmax;;Титова, 26;;;83467733414;;;;;;;;;;;;;;;;;;;;;;;
Кирпич | блоки - продажа;ЗАО Кондинский Торговый дом;;Промышленная, 2;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Кирпич | блоки - продажа;OOO КАТО;Производство и продажа пеноблоков;Промышленная, 2;;;89044651053;;;;;;;;;;;;;;;;;;;;;;;
Колледж;Междуреченский агропромышленный колледж;;Центральная, 54;;;83467734705;;;;;;;;;;;;;;;;;;;;;;;
Компьютеры - торговля;Эльдорадо, Магазин бытовой техники;;Титова, 34;;;83467741424;;;;;;;;;;;;;;;;;;;;;;;
Компьютеры - торговля;Цифровая техника, Магазин;;Толстого, 21 - А;;;83467735095;;;;;;;;;;;;;;;;;;;;;;;
Компьютеры - торговля;Сервисный центр КиберЛэнд;;Титова 34 (Эльдорадо 2 этаж);;;89044684615;;;;;;;;;;;;;;;;;;;;100;;https://dl.dropboxusercontent.com/s/665ejhswg3pyls0/%D0%9F%D0%9F%20-%20mid.jpg?dl=0;
Компьютеры - торговля;StelCom2;Ремонт бытовой техники;Набережная, 45;8(34677)41-271;;89220720520;;;;;;;;;;;;;;;;;;;;;;;
Компьютеры - торговля;Спец ТВ;;Днепропетровская, 1 - Б;;;83467741617;;;;;;;;;;;;;;;;;;;;;;;
Кондитерские | кулинарные изделия - производство;Мастер Маффини, Пекарня;;Луначарского, 11 - А;8(34677)33-301;;89224454099;;;;;;;;;;;;;;;;;;;;;;;
Кондитерские | кулинарные изделия - производство;Каравай, Магазин продовольственных товаров;;Титова, 26;;;83467741920;;;;;;;;;;;;;;;;;;;;;;;
Контактные линзы | очки | продажа;Кондинская аптека;;Дружбы, 9;8(34677)41-936;;8(34677)34-002;;;;;;;;;;;;;;;;;;;;;;;
Контактные линзы | очки | продажа;Очки, Магазин;;Ленина, 11 - вход со двора;8(950)5082910;;8(922)4151871;;;;;;;;;;;;;;;;;;;;;;;
Контактные линзы | очки | продажа;Оптика86, Магазин;;Толстого, 21А;;;83457741546;;;;;;;;;;;;;;;;;;;;;;;
Копировально-множительные работы;ООО Инком сервис;;Комарова, 3;;;83467733115;;;;;;;;;;;;;;;;;;;;;;;
Копировально-множительные работы;Сервисный центр КиберЛэнд;;Титова 34 (Эльдорадо 2 этаж);;;89044684615;;;;;;;;;;;;;;;;;;;;2;;;
Копировально-множительные работы;StelCom2;Ремонт бытовой техники;Набережная, 45;8(34677)41-271;;89220720520;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;Магазин СТРОЙmax;;Титова, 26;;;83467733414;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;Фортуна, Магазин стройматериалов;;Титова, 32;;;83467732061;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;Ника Строй, Магазин стройматериалов;;Кедровая, 7 - А;;;83467733790;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;Руслан, Магазин стройматериалов;;Сибирская, 124;8(34677)41-206;;89224444925;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;Сапфир, Магазин хозтоваров;;Толстого, 24 - 2;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;Строй+, Магазин стройматериалов;;Космонавтов, 26;;;89044665577;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;Водолей, Магазин хозтоваров;;Космонавтов, 72;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Краски | лаки;МиниВиК, Магазин стройматериалов;;Кондинская, 12;;;89088963616;;;;;;;;;;;;;;;;;;;;3;;;
Краски | лаки;Красивый дом, Магазин строительных материалов;;Весенняя, 23;89221381944;;89527004649;;;;;;;;;;;;;;;;;;;;;;;
Кредитование;Ханты-Мансийский Банк (Консультационный пункт);;Титова, 15 - А;8(34677)34-106;;88001001700;;;;;;;;;;;;;;;;;;;;;;;
Кредитование;Сбербанк;;Волгоградская, 12;;;83467732744;;;;;;;;;;;;;;;;;;;;;;;
Кредитование;Запсибкомбанк;;Ленина, 14;;;83467741530;;;;;;;;;;;;;;;;;;;;;;;
Кредиты;Запсибкомбанк;;Ленина, 14;;;83467741530;;;;;;;;;;;;;;;;;;;;;;;
Кредиты;Сбербанк;;Волгоградская, 12;;;83467732744;;;;;;;;;;;;;;;;;;;;;;;
Кредиты;Ханты-Мансийский Банк (Консультационный пункт);;Титова, 15 - А;8(34677)34-106;;88001001700;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Магазин СТРОЙmax;;Титова, 26;;;83467733414;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Ника Строй, Магазин стройматериалов;;Кедровая, 7 - А;;;83467733790;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Руслан, Магазин стройматериалов;;Сибирская, 124;8(34677)41-206;;89224444925;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Салон дверей и окон, двери, окна, стройматериалы;;Куйбышева, 13;8(34677)33-875;;8(904)4650689;;;;;;;;;;;;;;;;;;;;7;;;
Кровельные материалы;Сапфир, Магазин хозтоваров;;Толстого, 24 - 2;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Строй+, Магазин стройматериалов;;Космонавтов, 26;;;89044665577;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Фортуна, Магазин стройматериалов;;Титова, 32;;;83467732061;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;МиниВиК, Магазин стройматериалов;;Кондинская, 12;;;89088963616;;;;;;;;;;;;;;;;;;;;4;;;
Кровельные материалы;Заказ металлопроката;;пер. Хвойный;;;89222498004;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Красивый дом, Магазин строительных материалов;;Весенняя, 23;89221381944;;89527004649;;;;;;;;;;;;;;;;;;;;;;;
Кровельные материалы;Водолей, Магазин хозтоваров;;Космонавтов, 72;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Культура и искусство - организации;Управление культуры администрации Кондинского района;;Волгоградская, 11;;;73467732156;;;;;;;;;;;;;;;;;;;;;;;
Лесные хозяйства;Отдел Леушинского участкового лесничества;;Гагарина, 22 - 1;;;83467732899;;;;;;;;;;;;;;;;;;;;;;;
Лесные хозяйства;Югралесхоз, Лесосервисная компания;;Осенняя, 1;8(34677)41-725;;8(34677)41-609;;;;;;;;;;;;;;;;;;;;;;;
Лесные хозяйства;КУ Кондинский лесхоз;;Осенняя, 1;8(34677)33-381;;8(34677)33-334;;;;;;;;;;;;;;;;;;;;;;;
МРИ Федеральной налоговой службы;МРИ федеральной налоговой службы по Кондинскому району;;Титова, 14;8(34677)34-476;;8(34677)34-486;;;;;;;;;;;;;;;;;;;;;;;
Мебель - производство;Ремонт и изготовление мягкой мебели;;Ленина, 2;;;89526958671;;;;;;;;;;;;;;;;;;;;;;;
Мебель - производство;Дом мебели Lamel;;Молодежная, 41;8(34677)42-023;;89682044787;;;;;;;;;;;;;;;;;;;;;;;
Мебель - производство;Мебельер (мебель, окна, интерьер);;Южная, 11;;;89044650863;;;;;;;;;;;;;;;;;;;;100;;https://dl.dropboxusercontent.com/s/665ejhswg3pyls0/%D0%9F%D0%9F%20-%20mid.jpg?dl=0;
Мебель - торговля;12 стульев;Магазин мебели;Дзержинского, 18;89628503717;;89003910171;;;;;;;;;;;;;;;;;;;;;;;
Мебель - торговля;Марибел, Салон мебели;;Кедровая, 10;89003880772;;89003878189;;;;;;;;;;;;;;;;;;;;100;;https://dl.dropboxusercontent.com/s/665ejhswg3pyls0/%D0%9F%D0%9F%20-%20mid.jpg?dl=0;
Мебель - торговля;Мебель, Магазин мебели;;Титова, 26;;;83467741069;;;;;;;;;;;;;;;;;;;;;;;
Мебель - торговля;Прихожка, Магазин мебели;;Гагарина, 2 - Б;;;89044651720;;;;;;;;;;;;;;;;;;;;3;;;
Мебель для детей;Марибел, Салон мебели;;Кедровая, 10;89003880772;;89003878189;;;;;;;;;;;;;;;;;;;;100;;https://dl.dropboxusercontent.com/s/665ejhswg3pyls0/%D0%9F%D0%9F%20-%20mid.jpg?dl=0;
Мебель для детей;12 стульев;Магазин мебели;Дзержинского, 18;89628503717;;89003910171;;;;;;;;;;;;;;;;;;;;;;;
Мебель для детей;Мебель, Магазин мебели;;Титова, 26;;;83467741069;;;;;;;;;;;;;;;;;;;;;;;
Медицинское страхование;Росгосстрах;;Первомайская, 23;8(34677)35-015;;8(34677)41-773;;;;;;;;;;;;;;;;;;;;;;;
Медицинское страхование;Страховая компания СОГАЗ-Мед;;Кондинская, 3 - Детская поликлиника;;;89526946484;;;;;;;;;;;;;;;;;;;;;;;
Медицинское страхование;Югория, Страховая компания;;Толстого, 26;8(34677)32-581;;8(34677)34-985;;;;;;;;;;;;;;;;;;;;;;;
Медицинское страхование;Филиал ООО РГС Медицина Росгосстрах;;Кондинская, 3А;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Междугородние автобусы | кассы;Билетная касса, (Тавда - Тюмень) автобус;;Железнодорожная (Здание вокзала);;;89125154067;;;;;;;;;;;;;;;;;;;;;;;
Междугородние автобусы | кассы;Транспортное агенство;;Титова, 14;8(34677)34-130;;8(34677)32-758;;;;;;;;;;;;;;;;;;;;;;;
Металические двери - продажа;Ника Строй, Магазин стройматериалов;;Кедровая, 7 - А;;;83467733790;;;;;;;;;;;;;;;;;;;;;;;
Металические двери - продажа;Салон дверей и окон, двери, окна, стройматериалы;;Куйбышева, 13;8(34677)33-875;;8(904)4650689;;;;;;;;;;;;;;;;;;;;4;;;
Металические двери - продажа;МиниВиК, Магазин стройматериалов;;Кондинская, 12;;;89088963616;;;;;;;;;;;;;;;;;;;;2;;;
Металические двери - продажа;Магазин СТРОЙmax;;Титова, 26;;;83467733414;;;;;;;;;;;;;;;;;;;;;;;
Металические двери - продажа;Красивый дом, Магазин строительных материалов;;Весенняя, 23;89221381944;;89527004649;;;;;;;;;;;;;;;;;;;;;;;
Миграционная служба;Отделение УФ миграционной службы в Кондинском районе;;Речников, 23;;;83467734922;;;;;;;;;;;;;;;;;;;;;;;
Многофункциональный центр (МФЦ);Многофункциональный центр (МФЦ);;Титова, 26;;;83467735264;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;МТС;;Толстого, 36;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;StelCom2;Ремонт бытовой техники;Набережная, 45;8(34677)41-271;;89220720520;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;Эльдорадо, Магазин бытовой техники;;Титова, 34;;;83467741424;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;Цифровая техника, Магазин;;Толстого, 21 - А;;;83467735095;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;Спец ТВ;;Днепропетровская, 1 - Б;;;83467741617;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;Сервисный центр КиберЛэнд;;Титова 34 (Эльдорадо 2 этаж);;;89044684615;;;;;;;;;;;;;;;;;;;;5;;;
Мобильная сотовая связь - товары | аксессуары;Связной;;Толстого, 36;;;88007004343;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;Салон Мотив;;Толстого, 21 - А;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь - товары | аксессуары;Салон Мегафон;;Толстого, 36;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь | услуги;Цифровая техника, Магазин;;Толстого, 21 - А;;;83467735095;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь | услуги;МТС;;Толстого, 36;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь | услуги;Салон Мегафон;;Толстого, 36;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Мобильная сотовая связь | услуги;Салон Мотив;;Толстого, 21 - А;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Чебурашка, Детский сад;;Лесная, 10;;;83467741016;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Сказка, Детский сад;;60 лет ВЛКСМ, 5;;;83467741638;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Родничок, Детский сад;;Центральная, 19 - Б;8(34677)33-964;;8(34677)33-964;;8(34677)34-500;;8(34677)33-957;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Ориентир, МАУ Районный центр молодежных инициатив;;Волгоградская, 11;;;83467733932;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Муниципальное учреждение дополнительного образования;;Волгоградская, 11;8(34677)33-944;;8(34677)41-761;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Кинотеатр МУК РДКИ Конда;;Волгоградская, 11;;;83467741737;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Красная шапочка, Детский сад;;Ленина, 17 - А;;;83467741368;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Междуреченские коммунальные системы;;Сибирская, 109;;;83467741756;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;МОУ Междуреченская СОШ;;Сибирская, 53;8(34677)32-163;;8(34677)33-193;;8(34677)32-232;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;Конда, МУК Районный Дворец культуры и искусств;;Волгоградская, 11 - А;8(34677)33-527;;8(34677)41-156;;8(34677)34-980;;8(34677)34-036;;8(34677)41-866;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;МАУ ДОД СДЮШОР по дзюдо;;Сибирская, 51;8(34677)32-837;;8(34677)33-980;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;МАОУ ДО Центр дополнительного образования (Подросток);;Волгоградская, 11;8(34677)41-973;;8(34677)33-631;;;;;;;;;;;;;;;;;;;;;;;
Муниципальные учреждения;МБУ ДОД Районная детско-юношеская спортивная школа;;Сибирская, 51 - А;8(34677)32-951;;8(34677)41-700;;;;;;;;;;;;;;;;;;;;;;;
Надзор за соблюдением | исполнением законов;Прокуратура Кондинского района;;Ленина, 14;;;83467732829;;;;;;;;;;;;;;;;;;;;;;;
Налоговая инспекция;МРИ федеральной налоговой службы по Кондинскому району;;Титова, 14;8(34677)34-476;;8(34677)34-486;;;;;;;;;;;;;;;;;;;;;;;
Натяжные потолки;Мебельер (мебель, окна, интерьер);;Южная, 11;;;89044650863;;;;;;;;;;;;;;;;;;;;;;;
Натяжные потолки;Студия Комфорт, Отделочные материалы;;Толстого, 25 - В;89324135050;;89324100035;;;;;;;;;;;;;;;;;;;;;;;
Нефть - организации;ЛПДС Конда;;Нефтепроводная, 1;;;83467734424;;;;;;;;;;;;;;;;;;;;;;;
Нотариальные конторы;Нотариус Филатова Ольга Ильинична;;Титова, 26;;;83467734987;;;;;;;;;;;;;;;;;;;;;;;
Нотариальные конторы;Нотариус Плетенёва Елена Викторовна;;Титова, 15;89024921717;;8(34677)41-887;;;;;;;;;;;;;;;;;;;;;;;
Ноутбуки;Сервисный центр КиберЛэнд;;Титова 34 (Эльдорадо 2 этаж);;;89044684615;;;;;;;;;;;;;;;;;;;;100;;https://dl.dropboxusercontent.com/s/665ejhswg3pyls0/%D0%9F%D0%9F%20-%20mid.jpg?dl=0;
Ноутбуки;Спец ТВ;;Днепропетровская, 1 - Б;;;83467741617;;;;;;;;;;;;;;;;;;;;;;;
Ноутбуки;StelCom2;Ремонт бытовой техники;Набережная, 45;8(34677)41-271;;89220720520;;;;;;;;;;;;;;;;;;;;;;;
Ноутбуки;Эльдорадо, Магазин бытовой техники;;Титова, 34;;;83467741424;;;;;;;;;;;;;;;;;;;;;;;
Ноутбуки;Цифровая техника, Магазин;;Толстого, 21 - А;;;83467735095;;;;;;;;;;;;;;;;;;;;;;;
ОВД | ГИБДД | УФСИН;ГИБДД по Кондинскому району;;Сибирская, 107;;;83467733777;;;;;;;;;;;;;;;;;;;;;;;
ОВД | ГИБДД | УФСИН;Управление Федеральной службы исполнения наказаний;;Титова, 14;;;83467734884;;;;;;;;;;;;;;;;;;;;;;;
ОВД | ГИБДД | УФСИН;ОВД по Кондинскому району ХМАО-Югре;;Днепропетровская, 14;;;83467741300;;;;;;;;;;;;;;;;;;;;;;;
Обувь | ремонт обуви;Сапожная мастерская;;Сибирская, 95;;;89044680580;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;ПараХод, Магазин обуви;;Титова, 14;;;89028282103;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Алиса;Магазин детских товаров;Ленина, 11;;;89089225760;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Алсу;Магазин женской одежды;Толстого, 36;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Каблучок, Магазин обуви;;Гагарина, 11;;;89505079318;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Карамелька, Магазин детских товаров;;Титова , 14 (магазин ""Хороший"");;;89026295657;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Эдельвейс, Магазин одежды;;Гагарина, 12;;;89505078985;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Эконом класс, Магазин одежды;;Сибирская, 117;;;89190218774;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Модники, Магазин детских товаров;;Ленина, 11;;;89505078658;;;;;;;;;;;;;;;;;;;;;;;
Обувь детская;Леди Стиль, Магазин женской одежды;;Толстого, 30;;;89221529165;;;;;;;;;;;;;;;;;;;;;;;
Обувь женская | мужская;Эдельвейс, Магазин одежды;;Гагарина, 12;;;89505078985;;;;;;;;;;;;;;;;;;;;;;;
Обувь женская | мужская;Каблучок, Магазин обуви;;Гагарина, 11;;;89505079318;;;;;;;;;;;;;;;;;;;;;;;
Обувь женская | мужская;ПараХод, Магазин обуви;;Титова, 14;;;89028282103;;;;;;;;;;;;;;;;;;;;;;;
Обувь женская | мужская;Эконом класс, Магазин одежды;;Сибирская, 117;;;89190218774;;;;;;;;;;;;;;;;;;;;;;;
Обувь женская | мужская;Леди Стиль, Магазин женской одежды;;Толстого, 30;;;89221529165;;;;;;;;;;;;;;;;;;;;;;;
Одежда | ремонт одежды;Дом быта, ремонт одежды;;Гагарина, 13;8(34677)32-704;;89224076755;;;;;;;;;;;;;;;;;;;;;;;
Одежда | ремонт одежды;Дамское счастье, Салон - магазин, Ателье;;Ленина, 11;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Одежда | ремонт одежды;Гармония, Ателье - магазин;;Ленина, 11;89505079826;;89044651106;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;CATERINA;Магазин женской одежды;Титова, 342;;;89224371190;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;Алсу;Магазин женской одежды;Толстого, 36;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;Леди Стиль, Магазин женской одежды;;Толстого, 30;;;89221529165;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;Эконом класс, Магазин одежды;;Сибирская, 117;;;89190218774;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;Карамелька, Магазин детских товаров;;Титова , 14 (магазин ""Хороший"");;;89026295657;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;Модники, Магазин детских товаров;;Ленина, 11;;;89505078658;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;Эдельвейс, Магазин одежды;;Гагарина, 12;;;89505078985;;;;;;;;;;;;;;;;;;;;;;;
Одежда детская;Алиса;Магазин детских товаров;Ленина, 11;;;89089225760;;;;;;;;;;;;;;;;;;;;;;;
Одежда женская;Эконом класс, Магазин одежды;;Сибирская, 117;;;89190218774;;;;;;;;;;;;;;;;;;;;;;;
Одежда женская;Эдельвейс, Магазин одежды;;Гагарина, 12;;;89505078985;;;;;;;;;;;;;;;;;;;;;;;
Одежда женская;Силуэт (ТЦ Гермес), Магазин женской одежды;;Гагарина, 13;;;89227755373;;;;;;;;;;;;;;;;;;;;;;;
Одежда женская;Леди Стиль, Магазин женской одежды;;Толстого, 30;;;89221529165;;;;;;;;;;;;;;;;;;;;;;;
Одежда женская;Красотка, Магазин женской одежды;;Днепропетровская, 1 - Б;;;89224824819;;;;;;;;;;;;;;;;;;;;;;;
Одежда женская;Алсу;Магазин женской одежды;Толстого, 36;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Одежда женская;CATERINA;Магазин женской одежды;Титова, 342;;;89224371190;;;;;;;;;;;;;;;;;;;;;;;
Одежда мужская;Эдельвейс, Магазин одежды;;Гагарина, 12;;;89505078985;;;;;;;;;;;;;;;;;;;;;;;
Одежда мужская;Эконом класс, Магазин одежды;;Сибирская, 117;;;89190218774;;;;;;;;;;;;;;;;;;;;;;;
Одежда мужская;Франт, Магазин мужской одежды;;Ленина, 11;;;89221340665;;;;;;;;;;;;;;;;;;;;;;;
Окна ПВХ | пластиковые окна;Gealan;Продажа пластиковых окон;Дзержинского, 181;8(34677)35-199;;89044651580;;;;;;;;;;;;;;;;;;;;;;;
Окна ПВХ | пластиковые окна;Мебельер (мебель, окна, интерьер);;Южная, 11;;;89044650863;;;;;;;;;;;;;;;;;;;;100;;https://dl.dropboxusercontent.com/s/665ejhswg3pyls0/%D0%9F%D0%9F%20-%20mid.jpg?dl=0;
Окна ПВХ | пластиковые окна;Салон дверей и окон, двери, окна, стройматериалы;;Куйбышева, 13;8(34677)33-875;;8(904)4650689;;;;;;;;;;;;;;;;;;;;2;;;
Оптика - производство | очки;Очки, Магазин;;Ленина, 11 - вход со двора;8(950)5082910;;8(922)4151871;;;;;;;;;;;;;;;;;;;;;;;
Оптика - производство | очки;Оптика86, Магазин;;Толстого, 21;;;83457741546;;;;;;;;;;;;;;;;;;;;;;;
Оптика - торговля | очки;Оптика86, Магазин;;Толстого, 21;;;83457741546;;;;;;;;;;;;;;;;;;;;;;;
Оптика - торговля | очки;Очки, Магазин;;Ленина, 11 - вход со двора;8(950)5082910;;8(922)4151871;;;;;;;;;;;;;;;;;;;;;;;
Оружие | средства самообороны;Барс, Охотничий магазин;;Кедровая 18;;;89044652297;;;;;;;;;;;;;;;;;;;;;;;
Остекление | отделка балконов;Мебельер (мебель, окна, интерьер);;Южная, 11;;;89044650863;;;;;;;;;;;;;;;;;;;;100;;https://dl.dropboxusercontent.com/s/665ejhswg3pyls0/%D0%9F%D0%9F%20-%20mid.jpg?dl=0;
Остекление | отделка балконов;Gealan;Продажа пластиковых окон;Дзержинского, 181;8(34677)35-199;;89044651580;;;;;;;;;;;;;;;;;;;;;;;
Остекление | отделка балконов;Салон дверей и окон, двери, окна, стройматериалы;;Куйбышева, 13;8(34677)33-875;;8(904)4650689;;;;;;;;;;;;;;;;;;;;2;;;
Отделение связи | почта;Отделение почтовой связи;;Толстого, 25;8(34677)32-336;;8(34677)32-324;;;;;;;;;;;;;;;;;;;;;;;
Отчетность в налоговую;ООО Бизнес плюс;;Дзержинского, 181;8(34677)35-161;;89505142002;;;;;;;;;;;;;;;;;;;;;;;
Оформление купли-продажи;Нотариус Плетенёва Елена Викторовна;;Титова, 15;89024921717;;8(34677)41-887;;;;;;;;;;;;;;;;;;;;;;;
Оформление купли-продажи;Нотариус Филатова Ольга Ильинична;;Титова, 26;;;83467734987;;;;;;;;;;;;;;;;;;;;;;;
Памятники;Черный тюльпан, Ритуальные услуги;;Сибирская, 23;8(34677)41-251;;89226566236;;89324250369;;;;;;;;;;;;;;;;;;;;;;;
Памятники;Ритуальная атрибутика;;Сибирская, 112;;;89224176353;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Каприз, Парикмахерская;;Калинина, 1;8(34677)41-326;;89324179964;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Ксения, Маникюрный кабинет;;Весенняя, 1 - А;;;89821858541;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Индустрия красоты;;;89825489000;;89088962095;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Эпатаж;Парикмахерский салон;Днепропетровская 10;;;89003885469;;;;;;;;;;;;;;;;;;;1;1;4;
Парикмахерские;Бьютифул, Салон красоты;;Толстого, 36;;;89324323630;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Manhattan;Салон красоты;Республики, 20;;;89026291558;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Афродита;Парикмахерская;Сибирская, 75 - 1;;;89088821304;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Персона, Салон красоты;;Гагарина, 13;;;83467736104;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Гармония, Салон красоты;;60 лет ВЛКСМ, 5 - В;;;89519777898;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Услуги ногтевого сервиса;;Молодежная, 4 - 1;;;89682044787;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Мужская парикмахерская;;Сибирская, 75 - 1;;;89224095556;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;На Сибирской, Парикмахерская;;Сибирская, 95 (ТЦ Уютный);8(34677)34-975;;89292423495;;89044664072;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Надежда, Парикмахерская;;60 лет ВЛКСМ, 12 кв.5;89324047070;;89527006946;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Персона, Салон красоты;;Гагарина, 13;;;83467736104;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Студия красоты Елены Яковлевой;;Ленина, 11;;;89519636107;;;;;;;;;;;;;;;;;;;;;;;
Парикмахерские;Эпатаж;Парикмахерский салон;Днепропетровская 10;;;89003885469;;;;;;;;;;;;;;;;;;;;;;;
Парфюмерия и косметические товары;CATERINA;Магазин женской одежды;Титова, 342;;;89224371190;;;;;;;;;;;;;;;;;;;;;;;
Парфюмерия и косметические товары;Магнат, Магазин хозяйственных товаров;;Толстого, 30;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Парфюмерия и косметические товары;Магнит Косметик, сеть магазинов;;Титова, 9;Отсутствует;;;;;;;;;;;;;;;;;;;;;;;
Парфюмерия и косметические товары;Стиль+, Магазин бытовой химии;;Титова, 14;;;83467741046;;;;;;;;;;;;;;;;;;;;;;;
Паспортный стол;Актив;Паспортный стол;Сибирская, 932;;;89003872882;;;;;;;;;;;;;;;;;;;;;;;
Паспортный стол;Отделение УФ миграционной службы в Кондинском районе;;Речников, 23;;;83467734922;;;;;;;;;;;;;;;;;;;;;;;
